OG0003590: CBRIG.QX1410.4355.1 CELEG.4R79.1a CINOP.Sp34_40219410.t1 CNIGO.Cni-nas-6
OG0003807: CBRIG.QX1410.9290.1 CELEG.B0464.4a CINOP.Sp34_30271100.t1 CNIGO.Cni-bre-3
OG0003808: CBRIG.QX1410.9295.4 CELEG.B0464.5a CINOP.Sp34_30270100.t1 CNIGO.Cni-spk-1.2
OG0003809: CBRIG.QX1410.9294.1 CELEG.B0464.6 CINOP.Sp34_30270200.t1 CNIGO.Cni-B0464.6
OG0003810: CBRIG.QX1410.9292.1 CELEG.B0464.7 CINOP.Sp34_30270400.t1 CNIGO.Cni-baf-1
OG0003811: CBRIG.QX1410.9293.1 CELEG.B0464.9 CINOP.Sp34_30270300.t1 CNIGO.Cni-B0464.9.1
OG0003812: CBRIG.QX1410.5486.1 CELEG.B0478.1a CINOP.Sp34_40287600.t1 CNIGO.Cni-jnk-1.2
OG0003813: CBRIG.QX1410.11556.1 CELEG.B0491.1 CINOP.Sp34_20331600.t1 CNIGO.Cnig_chr_II.g5853
OG0003814: CBRIG.QX1410.11552.1 CELEG.B0491.2 CINOP.Sp34_20332010.t1 CNIGO.Cni-sqt-1.1
OG0003815: CBRIG.QX1410.11553.2 CELEG.B0491.4a CINOP.Sp34_20331910.t1 CNIGO.Cni-lgc-20.2
OG0003816: CBRIG.QX1410.11554.1 CELEG.B0491.5 CINOP.Sp34_20331810.t1 CNIGO.Cni-B0491.5
OG0003817: CBRIG.QX1410.11555.1 CELEG.B0491.6b CINOP.Sp34_20331700.t1 CNIGO.Cni-B0491.6
OG0003818: CBRIG.QX1410.11557.1 CELEG.B0491.7 CINOP.Sp34_20331500.t1 CNIGO.Cnig_chr_II.g5854
OG0003819: CBRIG.QX1410.11558.1 CELEG.B0491.8a CINOP.Sp34_20331310.t1 CNIGO.Cni-clh-2.1
OG0003820: CBRIG.QX1410.11201.4 CELEG.B0495.10a CINOP.Sp34_20143300.t1 CNIGO.Cni-cpna-5.1
OG0003821: CBRIG.QX1410.11196.1 CELEG.B0495.2a CINOP.Sp34_20142900.t1 CNIGO.Cnig_chr_II.g5419
OG0003822: CBRIG.QX1410.11160.1 CELEG.B0495.5 CINOP.Sp34_20142700.t1 CNIGO.Cni-B0495.5
OG0003823: CBRIG.QX1410.11159.1 CELEG.B0495.6 CINOP.Sp34_20142800.t1 CNIGO.Cni-moa-2
OG0003824: CBRIG.QX1410.11197.2 CELEG.B0495.7 CINOP.Sp34_20143000.t1 CNIGO.Cni-B0495.7
OG0003825: CBRIG.QX1410.11199.1 CELEG.B0495.9 CINOP.Sp34_20143200.t1 CNIGO.Cni-B0495.9
OG0003826: CBRIG.QX1410.5593.4 CELEG.B0496.3e CINOP.Sp34_40298000.t1 CNIGO.Cnig_chr_IV.g13800.2
OG0003827: CBRIG.QX1410.5592.1 CELEG.B0496.5 CINOP.Sp34_40297900.t1 CNIGO.Cni-srtx-1.1
OG0003828: CBRIG.QX1410.5591.1 CELEG.B0496.6 CINOP.Sp34_40297820.t1 CNIGO.Cni-B0496.6
OG0003829: CBRIG.QX1410.5594.1 CELEG.B0496.7 CINOP.Sp34_40298100.t1 CNIGO.Cnig_chr_IV.g13801
OG0003830: CBRIG.QX1410.5596.1 CELEG.B0496.8 CINOP.Sp34_40298200.t1 CNIGO.Cni-tes-1
OG0003831: CBRIG.QX1410.371.1 CELEG.B0507.1 CINOP.Sp34_50124400.t1 CNIGO.Cni-B0507.1.1
OG0003832: CBRIG.QX1410.373.1 CELEG.B0507.11 CINOP.Sp34_50124210.t1 CNIGO.Cni-srx-115
OG0003833: CBRIG.QX1410.372.1 CELEG.B0507.2 CINOP.Sp34_50124300.t1 CNIGO.Cni-B0507.2
OG0003834: CBRIG.QX1410.356.1 CELEG.B0507.3a CINOP.Sp34_50124110.t1 CNIGO.Cni-B0507.3
OG0003835: CBRIG.QX1410.15339.1 CELEG.B0511.1 CINOP.Sp34_10343200.t1 CNIGO.Cni-fkb-7
OG0003836: CBRIG.QX1410.14922.2 CELEG.B0511.10 CINOP.Sp34_10212000.t1 CNIGO.Cni-eif-3.E
OG0003837: CBRIG.QX1410.15336.1 CELEG.B0511.11 CINOP.Sp34_10343000.t1 CNIGO.Cni-B0511.11.1
OG0003838: CBRIG.QX1410.14917.1 CELEG.B0511.5 CINOP.Sp34_10212600.t1 CNIGO.Cni-cutl-14
OG0003839: CBRIG.QX1410.14916.1 CELEG.B0511.6 CINOP.Sp34_10212700.t1 CNIGO.Cni-B0511.6
OG0003840: CBRIG.QX1410.14918.2 CELEG.B0511.7 CINOP.Sp34_10212500.t1 CNIGO.Cni-B0511.7
OG0003841: CBRIG.QX1410.14920.2 CELEG.B0511.8 CINOP.Sp34_10212200.t1 CNIGO.Cni-mrps-30.3
OG0003842: CBRIG.QX1410.14921.1 CELEG.B0511.9c CINOP.Sp34_10212100.t1 CNIGO.Cni-cdc-26
OG0003843: CBRIG.QX1410.4782.1 CELEG.B0513.2a CINOP.Sp34_40270300.t1 CNIGO.Cni-B0513.2
OG0003844: CBRIG.QX1410.4783.1 CELEG.B0513.4a CINOP.Sp34_40270200.t1 CNIGO.Cnig_chr_IV.g12672
OG0003845: CBRIG.QX1410.4784.1 CELEG.B0513.5a CINOP.Sp34_40270100.t1 CNIGO.Cni-B0513.5
OG0003846: CBRIG.QX1410.4786.1 CELEG.B0513.9a CINOP.Sp34_40270000.t1 CNIGO.Cni-vamp-8
OG0003847: CBRIG.QX1410.10134.2 CELEG.B0523.5 CINOP.Sp34_30285600.t1 CNIGO.Cni-fli-1.1
OG0003848: CBRIG.QX1410.7475.1 CELEG.B0524.2 CINOP.Sp34_30307500.t1 CNIGO.Cni-B0524.2
OG0003849: CBRIG.QX1410.7728.1 CELEG.B0524.6 CINOP.Sp34_30300500.t1 CNIGO.Cni-B0524.6
OG0003850: CBRIG.QX1410.6339.3 CELEG.B0545.1a CINOP.Sp34_40118700.t1 CNIGO.Cnig_chr_IV.g14691
OG0003851: CBRIG.QX1410.6340.2 CELEG.B0545.3 CINOP.Sp34_40118600.t1 CNIGO.Cni-scl-23.1
OG0003852: CBRIG.QX1410.6962.1 CELEG.B0546.1 CINOP.Sp34_40052400.t1 CNIGO.Cni-mai-2
OG0003853: CBRIG.QX1410.6965.1 CELEG.B0546.2a CINOP.Sp34_40052100.t1 CNIGO.Cni-otub-4.2
OG0003854: CBRIG.QX1410.6964.2 CELEG.B0546.3a CINOP.Sp34_40052200.t1 CNIGO.Cni-B0546.3
OG0003855: CBRIG.QX1410.6963.1 CELEG.B0546.4a CINOP.Sp34_40052300.t1 CNIGO.Cnig_chr_IV.g15720.3
OG0003856: CBRIG.QX1410.5236.1 CELEG.B0547.1 CINOP.Sp34_40226600.t1 CNIGO.Cni-csn-5
OG0003857: CBRIG.QX1410.18714.2 CELEG.B0563.1 CINOP.Sp34_X0226600.t1 CNIGO.Cnig_chr_X.g25112
OG0003858: CBRIG.QX1410.18716.1 CELEG.B0563.10 CINOP.Sp34_X0226700.t1 CNIGO.Cni-B0563.10
OG0003859: CBRIG.QX1410.18717.1 CELEG.B0563.2a CINOP.Sp34_X0226800.t1 CNIGO.Cni-tsp-11.2
OG0003860: CBRIG.QX1410.18718.1 CELEG.B0563.4 CINOP.Sp34_X0226900.t1 CNIGO.Cni-tmbi-4
OG0003861: CBRIG.QX1410.18724.3 CELEG.B0563.5 CINOP.Sp34_X0184800.t1 CNIGO.Cni-B0563.5.1
OG0003862: CBRIG.QX1410.18725.3 CELEG.B0563.6a CINOP.Sp34_X0184700.t1 CNIGO.Cni-B0563.6.3
OG0003863: CBRIG.QX1410.18710.1 CELEG.B0563.8 CINOP.Sp34_X0226300.t1 CNIGO.Cni-B0563.8
OG0003864: CBRIG.QX1410.6178.1 CELEG.B0564.10b CINOP.Sp34_40144600.t1 CNIGO.Cni-unc-30.1
OG0003865: CBRIG.QX1410.6172.1 CELEG.B0564.1a CINOP.Sp34_40145100.t1 CNIGO.Cni-exos-4.1.1
OG0003866: CBRIG.QX1410.6175.1 CELEG.B0564.2a CINOP.Sp34_40144910.t1 CNIGO.Cni-B0564.2
OG0003867: CBRIG.QX1410.6173.1 CELEG.B0564.7a CINOP.Sp34_40145000.t1 CNIGO.Cni-B0564.7.1
OG0003868: CBRIG.QX1410.7492.1 CELEG.BE0003N10.1 CINOP.Sp34_30317500.t1 CNIGO.Cni-BE0003N10.1
OG0003869: CBRIG.QX1410.7493.1 CELEG.BE0003N10.2 CINOP.Sp34_30317600.t1 CNIGO.Cni-chin-1
OG0003870: CBRIG.QX1410.7484.1 CELEG.BE0003N10.3a CINOP.Sp34_30317300.t1 CNIGO.Cni-BE0003N10.3
OG0003871: CBRIG.QX1410.7609.1 CELEG.BE10.2 CINOP.Sp34_30290800.t1 CNIGO.Cni-agmo-1
OG0003872: CBRIG.QX1410.7611.1 CELEG.BE10.4 CINOP.Sp34_30291100.t1 CNIGO.Cni-BE10.4
OG0003873: CBRIG.QX1410.15556.1 CELEG.C01A2.2a CINOP.Sp34_10273600.t1 CNIGO.Cni-C01A2.2.1
OG0003874: CBRIG.QX1410.15696.1 CELEG.C01A2.3 CINOP.Sp34_10281710.t1 CNIGO.Cni-oxa-1.1
OG0003875: CBRIG.QX1410.15695.1 CELEG.C01A2.4 CINOP.Sp34_10281800.t1 CNIGO.Cni-C01A2.4
OG0003876: CBRIG.QX1410.15697.1 CELEG.C01A2.5 CINOP.Sp34_10281410.t1 CNIGO.Cni-tads-1
OG0003877: CBRIG.QX1410.15703.1 CELEG.C01A2.7b CINOP.Sp34_10274600.t1 CNIGO.nigoni.pc_2016.07.11_008.g27254
OG0003878: CBRIG.QX1410.5426.1 CELEG.C01B10.11 CINOP.Sp34_40173300.t1 CNIGO.Cni-C01B10.11
OG0003879: CBRIG.QX1410.5415.1 CELEG.C01B10.3 CINOP.Sp34_40172700.t1 CNIGO.Cni-C01B10.3
OG0003880: CBRIG.QX1410.5416.1 CELEG.C01B10.44 CINOP.Sp34_40070300.t1 CNIGO.Cnig_chr_IV.g13597.1
OG0003881: CBRIG.QX1410.5423.1 CELEG.C01B10.8 CINOP.Sp34_40173210.t1 CNIGO.Cni-C01B10.8
OG0003882: CBRIG.QX1410.5422.1 CELEG.C01B10.9 CINOP.Sp34_40172810.t1 CNIGO.Cni-C01B10.9
OG0003883: CBRIG.QX1410.13268.1 CELEG.C01B12.1 CINOP.Sp34_20008500.t1 CNIGO.Cni-sqt-2.1
OG0003884: CBRIG.QX1410.13241.2 CELEG.C01B12.2 CINOP.Sp34_20008600.t1 CNIGO.Cni-gmeb-1
OG0003885: CBRIG.QX1410.13242.1 CELEG.C01B12.3 CINOP.Sp34_20008700.t1 CNIGO.Cni-best-3.2
OG0003886: CBRIG.QX1410.13244.1 CELEG.C01B12.4 CINOP.Sp34_20009000.t1 CNIGO.Cni-osta-1
OG0003887: CBRIG.QX1410.13243.1 CELEG.C01B12.5 CINOP.Sp34_20008900.t1 CNIGO.Cni-best-4.1
OG0003888: CBRIG.QX1410.13269.1 CELEG.C01B12.8 CINOP.Sp34_20008300.t1 CNIGO.Cni-C01B12.8
OG0003889: CBRIG.QX1410.370.1 CELEG.C01B7.1c CINOP.Sp34_50124700.t1 CNIGO.Cni-sup-37.1
OG0003890: CBRIG.QX1410.369.2 CELEG.C01B7.4a CINOP.Sp34_50124800.t1 CNIGO.Cni-magu-2.2
OG0003892: CBRIG.QX1410.18438.1 CELEG.C01C10.1a CINOP.Sp34_X0204900.t1 CNIGO.Cni-clc-2
OG0003893: CBRIG.QX1410.18440.1 CELEG.C01C10.2b CINOP.Sp34_X0205100.t1 CNIGO.Cni-C01C10.2.1
OG0003894: CBRIG.QX1410.18441.3 CELEG.C01C10.3 CINOP.Sp34_X0205300.t1 CNIGO.Cni-acl-12
OG0003895: CBRIG.QX1410.18439.1 CELEG.C01C10.4 CINOP.Sp34_X0205000.t1 CNIGO.Cni-clc-5.1
OG0003896: CBRIG.QX1410.17732.1 CELEG.C01C4.1 CINOP.Sp34_X0265700.t1 CNIGO.Cni-nlp-1
OG0003897: CBRIG.QX1410.17731.1 CELEG.C01C4.2 CINOP.Sp34_X0265810.t1 CNIGO.Cni-C01C4.2.1
OG0003898: CBRIG.QX1410.17730.2 CELEG.C01C4.3f CINOP.Sp34_X0265820.t1 CNIGO.Cni-C01C4.3.1
OG0003899: CBRIG.QX1410.7323.1 CELEG.C01C7.1a CINOP.Sp34_40025100.t1 CNIGO.Cni-ark-1.1
OG0003900: CBRIG.QX1410.10453.1 CELEG.C01F1.1 CINOP.Sp34_20232800.t1 CNIGO.Cni-C01F1.1
OG0003901: CBRIG.QX1410.10454.1 CELEG.C01F1.2 CINOP.Sp34_20232900.t1 CNIGO.Cni-sco-1
OG0003902: CBRIG.QX1410.10455.3 CELEG.C01F1.3a CINOP.Sp34_20233000.t1 CNIGO.Cni-C01F1.3
OG0003903: CBRIG.QX1410.10449.1 CELEG.C01F1.4 CINOP.Sp34_20233300.t1 CNIGO.Cni-C01F1.4.1
OG0003904: CBRIG.QX1410.10457.2 CELEG.C01F1.5 CINOP.Sp34_20233200.t1 CNIGO.Cni-C01F1.5
OG0003905: CBRIG.QX1410.10456.1 CELEG.C01F1.6 CINOP.Sp34_20233100.t1 CNIGO.Cni-C01F1.6.1
OG0003906: CBRIG.QX1410.14138.2 CELEG.C01F4.2a CINOP.Sp34_10290700.t1 CNIGO.Cni-rga-6.1
OG0003907: CBRIG.QX1410.4982.2 CELEG.C01F6.1 CINOP.Sp34_40352410.t1 CNIGO.Cni-cpna-3.1
OG0003908: CBRIG.QX1410.4980.1 CELEG.C01F6.4a CINOP.Sp34_40352600.t1 CNIGO.Cni-fem-3
OG0003909: CBRIG.QX1410.4984.2 CELEG.C01F6.8b CINOP.Sp34_40352100.t1 CNIGO.Cni-icln-1.1
OG0003910: CBRIG.QX1410.4983.1 CELEG.C01F6.9a CINOP.Sp34_40352200.t1 CNIGO.Cnig_chr_IV.g13032
OG0003911: CBRIG.QX1410.3177.1 CELEG.C01G10.10a CINOP.Sp34_50267000.t1 CNIGO.Cni-C01G10.10
OG0003912: CBRIG.QX1410.3178.4 CELEG.C01G10.11f CINOP.Sp34_50267110.t1 CNIGO.Cni-unc-76
OG0003913: CBRIG.QX1410.3179.1 CELEG.C01G10.12 CINOP.Sp34_50267310.t1 CNIGO.Cni-dnj-3.3
OG0003914: CBRIG.QX1410.3174.1 CELEG.C01G10.7 CINOP.Sp34_50266600.t1 CNIGO.Cni-C01G10.7.1
OG0003915: CBRIG.QX1410.3175.1 CELEG.C01G10.8 CINOP.Sp34_50266800.t1 CNIGO.Cni-C01G10.8
OG0003916: CBRIG.QX1410.3176.1 CELEG.C01G10.9 CINOP.Sp34_50266900.t1 CNIGO.Cni-C01G10.9.1
OG0003918: CBRIG.QX1410.11681.1 CELEG.C01G12.3 CINOP.Sp34_20319900.t1 CNIGO.Cni-C01G12.3
OG0003919: CBRIG.QX1410.10841.2 CELEG.C01G12.7 CINOP.Sp34_20163500.t1 CNIGO.Cni-C01G12.7
OG0003920: CBRIG.QX1410.6330.1 CELEG.C01G12.8 CINOP.Sp34_40119600.t1 CNIGO.Cni-catp-4
OG0003921: CBRIG.QX1410.5390.1 CELEG.C01G5.25 CINOP.Sp34_40170900.t1 CNIGO.Cni-C01G5.25
OG0003922: CBRIG.QX1410.5389.1 CELEG.C01G5.5 CINOP.Sp34_40170820.t1 CNIGO.Cnig_chr_IV.g13565.1
OG0003923: CBRIG.QX1410.5387.1 CELEG.C01G5.7b CINOP.Sp34_40170500.t1 CNIGO.Cni-C01G5.7.1
OG0003924: CBRIG.QX1410.5391.1 CELEG.C01G5.8a CINOP.Sp34_40171200.t1 CNIGO.Cni-fan-1
OG0003925: CBRIG.QX1410.5388.1 CELEG.C01G5.9 CINOP.Sp34_40170610.t1 CNIGO.Cnig_chr_IV.g13563
OG0003926: CBRIG.QX1410.10293.1 CELEG.C01G6.3 CINOP.Sp34_20300500.t1 CNIGO.Cni-C01G6.3
OG0003927: CBRIG.QX1410.10319.1 CELEG.C01G6.6a CINOP.Sp34_20300800.t1 CNIGO.Cni-mtrr-1.1
OG0003928: CBRIG.QX1410.10318.3 CELEG.C01G6.7 CINOP.Sp34_20300900.t1 CNIGO.Cni-acs-7
OG0003929: CBRIG.QX1410.10358.1 CELEG.C01G6.8a CINOP.Sp34_20301200.t1 CNIGO.Cni-cam-1
OG0003930: CBRIG.QX1410.10317.1 CELEG.C01G6.9 CINOP.Sp34_20301000.t1 CNIGO.Cni-C01G6.9
OG0003931: CBRIG.QX1410.15398.1 CELEG.C01G8.1a CINOP.Sp34_10277300.t1 CNIGO.Cni-C01G8.1
OG0003932: CBRIG.QX1410.15400.1 CELEG.C01G8.2 CINOP.Sp34_10277200.t1 CNIGO.Cni-cln-3.2.1
OG0003933: CBRIG.QX1410.15402.1 CELEG.C01G8.4 CINOP.Sp34_10277000.t1 CNIGO.Cni-dnj-4
OG0003934: CBRIG.QX1410.15035.2 CELEG.C01G8.9c CINOP.Sp34_10245820.t1 CNIGO.Cni-let-526
OG0003935: CBRIG.QX1410.14560.1 CELEG.C01H6.1 CINOP.Sp34_10085110.t1 CNIGO.Cni-col-61
OG0003936: CBRIG.QX1410.14558.1 CELEG.C01H6.2 CINOP.Sp34_10085200.t1 CNIGO.Cni-mlt-2
OG0003937: CBRIG.QX1410.14564.1 CELEG.C01H6.3 CINOP.Sp34_10085400.t1 CNIGO.Cni-C01H6.3
OG0003938: CBRIG.QX1410.14570.1 CELEG.C01H6.6 CINOP.Sp34_10086300.t1 CNIGO.Cni-cnnm-4.1
OG0003939: CBRIG.QX1410.14568.1 CELEG.C01H6.7a CINOP.Sp34_10086000.t1 CNIGO.Cni-swsn-9
OG0003940: CBRIG.QX1410.14569.1 CELEG.C01H6.8a CINOP.Sp34_10086100.t1 CNIGO.Cni-C01H6.8.1
OG0003941: CBRIG.QX1410.5177.1 CELEG.C02B10.1 CINOP.Sp34_40335200.t1 CNIGO.Cni-ivd-1
OG0003942: CBRIG.QX1410.5176.1 CELEG.C02B10.2 CINOP.Sp34_40335300.t1 CNIGO.Cni-snpn-1
OG0003943: CBRIG.QX1410.5175.1 CELEG.C02B10.4 CINOP.Sp34_40335400.t1 CNIGO.Cni-C02B10.4
OG0003944: CBRIG.QX1410.5178.1 CELEG.C02B10.5a CINOP.Sp34_40335100.t1 CNIGO.Cni-C02B10.5
OG0003945: CBRIG.QX1410.18655.1 CELEG.C02B4.1a CINOP.Sp34_X0222000.t1 CNIGO.Cni-adt-1.2
OG0003946: CBRIG.QX1410.18656.1 CELEG.C02B4.2 CINOP.Sp34_X0222200.t1 CNIGO.Cni-nhr-17.1
OG0003947: CBRIG.QX1410.18657.1 CELEG.C02B4.4 CINOP.Sp34_X0222300.t1 CNIGO.Cni-C02B4.4
OG0003948: CBRIG.QX1410.18598.1 CELEG.C02B8.4 CINOP.Sp34_X0217200.t1 CNIGO.Cni-hlh-8.1
OG0003949: CBRIG.QX1410.18599.2 CELEG.C02B8.5 CINOP.Sp34_X0217400.t1 CNIGO.Cnig_chr_X.g24971.1
OG0003950: CBRIG.QX1410.9816.1 CELEG.C02C2.1 CINOP.Sp34_30043300.t1 CNIGO.Cni-tyr-1.2
OG0003951: CBRIG.QX1410.9817.1 CELEG.C02C2.3 CINOP.Sp34_30043200.t1 CNIGO.Cni-cup-4
OG0003952: CBRIG.QX1410.9815.1 CELEG.C02C2.5 CINOP.Sp34_30043400.t1 CNIGO.Cni-sup-18.1
OG0003953: CBRIG.QX1410.19282.2 CELEG.C02C6.2a CINOP.Sp34_X0131900.t1 CNIGO.Cni-olrn-1.1
OG0003954: CBRIG.QX1410.19281.1 CELEG.C02C6.3a CINOP.Sp34_X0131800.t1 CNIGO.Cni-lron-3.1
OG0003955: CBRIG.QX1410.19319.1 CELEG.C02D4.1 CINOP.Sp34_X0135300.t1 CNIGO.Cni-jud-4
OG0003956: CBRIG.QX1410.19318.2 CELEG.C02D4.2e CINOP.Sp34_X0135200.t1 CNIGO.Cni-ser-2.1
OG0003957: CBRIG.QX1410.8558.2 CELEG.C02D5.2a CINOP.Sp34_30078010.t1 CNIGO.Cni-C02D5.2.1
OG0003958: CBRIG.QX1410.1289.2 CELEG.C02E11.1b CINOP.Sp34_50000600.t1 CNIGO.Cni-nra-4
OG0003960: CBRIG.QX1410.17717.1 CELEG.C02F12.10a CINOP.Sp34_X0266500.t1 CNIGO.Cni-ceh-63
OG0003961: CBRIG.QX1410.17727.2 CELEG.C02F12.1b CINOP.Sp34_X0266200.t1 CNIGO.Cni-tsp-17.1
OG0003962: CBRIG.QX1410.17715.1 CELEG.C02F12.3 CINOP.Sp34_X0266700.t1 CNIGO.Cni-snet-1.1
OG0003963: CBRIG.QX1410.17718.2 CELEG.C02F12.4 CINOP.Sp34_X0266400.t1 CNIGO.Cni-tag-52
OG0003964: CBRIG.QX1410.17716.1 CELEG.C02F12.5 CINOP.Sp34_X0266600.t1 CNIGO.Cni-C02F12.5
OG0003965: CBRIG.QX1410.17728.1 CELEG.C02F12.7 CINOP.Sp34_X0266100.t1 CNIGO.Cni-tag-278
OG0003966: CBRIG.QX1410.17729.1 CELEG.C02F12.8 CINOP.Sp34_X0266000.t1 CNIGO.Cni-C02F12.8.1
OG0003967: CBRIG.QX1410.6661.1 CELEG.C02F4.1 CINOP.Sp34_40076600.t1 CNIGO.Cni-ced-5
OG0003968: CBRIG.QX1410.6657.3 CELEG.C02F4.2b CINOP.Sp34_40076500.t1 CNIGO.Cni-tax-6.2
OG0003969: CBRIG.QX1410.6658.1 CELEG.C02F4.4 CINOP.Sp34_40076100.t1 CNIGO.Cni-C02F4.4
OG0003970: CBRIG.QX1410.8912.1 CELEG.C02F5.10 CINOP.Sp34_30232700.t1 CNIGO.Cni-C02F5.10
OG0003971: CBRIG.QX1410.11521.1 CELEG.C02F5.12 CINOP.Sp34_30232320.t1 CNIGO.Cni-C02F5.12
OG0003972: CBRIG.QX1410.8913.1 CELEG.C02F5.13 CINOP.Sp34_30232600.t1 CNIGO.Cni-C02F5.13.1
OG0003973: CBRIG.QX1410.8924.1 CELEG.C02F5.14 CINOP.Sp34_30231600.t1 CNIGO.Cni-C02F5.14
OG0003974: CBRIG.QX1410.8911.1 CELEG.C02F5.2 CINOP.Sp34_30232800.t1 CNIGO.Cni-C02F5.2
OG0003975: CBRIG.QX1410.8914.1 CELEG.C02F5.3 CINOP.Sp34_30232520.t1 CNIGO.Cni-C02F5.3
OG0003976: CBRIG.QX1410.8915.1 CELEG.C02F5.4 CINOP.Sp34_30232510.t1 CNIGO.Cni-cids-1
OG0003977: CBRIG.QX1410.8921.1 CELEG.C02F5.5 CINOP.Sp34_30231700.t1 CNIGO.Cnig_chr_III.g10397
OG0003978: CBRIG.QX1410.8925.1 CELEG.C02F5.6b CINOP.Sp34_30231500.t1 CNIGO.Cni-henn-1
OG0003979: CBRIG.QX1410.8926.1 CELEG.C02F5.7b CINOP.Sp34_30231400.t1 CNIGO.Cni-fbxl-1
OG0003980: CBRIG.QX1410.8919.1 CELEG.C02F5.8 CINOP.Sp34_30232000.t1 CNIGO.Cni-tsp-1.1
OG0003981: CBRIG.QX1410.8916.1 CELEG.C02F5.9 CINOP.Sp34_30232400.t1 CNIGO.Cni-pbs-6
OG0003982: CBRIG.QX1410.2619.1 CELEG.C02G6.3 CINOP.Sp34_50202500.t1 CNIGO.Cni-C02G6.3
OG0003983: CBRIG.QX1410.13576.1 CELEG.C02H7.1 CINOP.Sp34_X0017500.t1 CNIGO.Cni-dyf-11.1
OG0003984: CBRIG.QX1410.16262.1 CELEG.C02H7.2 CINOP.Sp34_X0017700.t1 CNIGO.Cni-npr-19
OG0003985: CBRIG.QX1410.16263.2 CELEG.C02H7.3a CINOP.Sp34_X0017600.t1 CNIGO.Cni-aex-3
OG0003986: CBRIG.QX1410.17125.1 CELEG.C03A3.1a CINOP.Sp34_X0085200.t1 CNIGO.Cni-C03A3.1.2
OG0003987: CBRIG.QX1410.17124.2 CELEG.C03A3.2 CINOP.Sp34_X0085300.t1 CNIGO.Cni-C03A3.2
OG0003988: CBRIG.QX1410.17123.1 CELEG.C03A3.3 CINOP.Sp34_X0085400.t1 CNIGO.Cni-C03A3.3
OG0003990: CBRIG.QX1410.18222.1 CELEG.C03B1.12 CINOP.Sp34_X0187000.t1 CNIGO.Cni-lmp-1
OG0003991: CBRIG.QX1410.18213.1 CELEG.C03B1.13 CINOP.Sp34_X0186100.t1 CNIGO.Cni-C03B1.13.2
OG0003992: CBRIG.QX1410.18221.1 CELEG.C03B1.2 CINOP.Sp34_X0186900.t1 CNIGO.Cni-C03B1.2.1
OG0003993: CBRIG.QX1410.18214.1 CELEG.C03B1.7a CINOP.Sp34_X0186200.t1 CNIGO.Cni-C03B1.7
OG0003994: CBRIG.QX1410.18216.1 CELEG.C03B1.9 CINOP.Sp34_X0186300.t1 CNIGO.Cni-C03B1.9.1
OG0003995: CBRIG.QX1410.9776.2 CELEG.C03B8.3 CINOP.Sp34_30040400.t1 CNIGO.Cni-C03B8.3.1
OG0003996: CBRIG.QX1410.9775.1 CELEG.C03B8.4 CINOP.Sp34_30040310.t1 CNIGO.Cni-lin-13.2
OG0003997: CBRIG.QX1410.9651.1 CELEG.C03C10.1 CINOP.Sp34_30001500.t1 CNIGO.Cni-kin-19.1
OG0003998: CBRIG.QX1410.9652.1 CELEG.C03C10.3 CINOP.Sp34_30000910.t1 CNIGO.Cni-rnr-2
OG0003999: CBRIG.QX1410.9647.1 CELEG.C03C10.4 CINOP.Sp34_30000700.t1 CNIGO.Cni-rei-1
OG0004000: CBRIG.QX1410.14292.1 CELEG.C03D6.3a CINOP.Sp34_10060100.t1 CNIGO.Cni-cel-1
OG0004001: CBRIG.QX1410.14290.1 CELEG.C03D6.4 CINOP.Sp34_10059900.t1 CNIGO.Cni-npp-14
OG0004002: CBRIG.QX1410.14289.1 CELEG.C03D6.6 CINOP.Sp34_10059810.t1 CNIGO.Cni-lab-1
OG0004003: CBRIG.QX1410.14294.1 CELEG.C03D6.8 CINOP.Sp34_10060300.t1 CNIGO.Cni-rpl-24.2
OG0004004: CBRIG.QX1410.2163.1 CELEG.C03E10.4 CINOP.Sp34_50318600.t1 CNIGO.Cni-gly-20
OG0004005: CBRIG.QX1410.2164.3 CELEG.C03E10.5 CINOP.Sp34_50318010.t1 CNIGO.Cnig_chr_V.g19222
OG0004006: CBRIG.QX1410.18045.1 CELEG.C03F11.1 CINOP.Sp34_X0239900.t1 CNIGO.Cnig_chr_X.g24308
OG0004007: CBRIG.QX1410.18046.2 CELEG.C03F11.2 CINOP.Sp34_X0239800.t1 CNIGO.Cni-C03F11.2.2
OG0004008: CBRIG.QX1410.18047.2 CELEG.C03F11.3 CINOP.Sp34_X0239700.t1 CNIGO.Cni-scav-1
OG0004009: CBRIG.QX1410.18048.1 CELEG.C03F11.4 CINOP.Sp34_X0239600.t1 CNIGO.Cni-C03F11.4
OG0004010: CBRIG.QX1410.19021.1 CELEG.C03G5.14 CINOP.Sp34_X0166200.t1 CNIGO.Cni-C03G5.14.1
OG0004011: CBRIG.QX1410.19020.1 CELEG.C03G5.7 CINOP.Sp34_X0166300.t1 CNIGO.Cni-flp-5
OG0004012: CBRIG.QX1410.13310.1 CELEG.C03H5.2 CINOP.Sp34_20003100.t1 CNIGO.Cni-nstp-4
OG0004013: CBRIG.QX1410.13311.1 CELEG.C03H5.3a CINOP.Sp34_20003000.t1 CNIGO.Cni-C03H5.3
OG0004014: CBRIG.QX1410.13312.1 CELEG.C03H5.5 CINOP.Sp34_20002900.t1 CNIGO.Cni-C03H5.5
